id,text,example_type,auto_label_sleep_disturbance,auto_label_hypervigilance,auto_label_avoidance,auto_label_intrusive_memories,auto_label_anger_irritability,auto_label_emotional_numbing,auto_label_guilt_shame,auto_label_functional_impairment,annotation_sleep_disturbance,annotation_hypervigilance,annotation_avoidance,annotation_intrusive_memories,annotation_anger_irritability,annotation_emotional_numbing,annotation_guilt_shame,annotation_functional_impairment
syn_0864,"משהו בתקופה האחרונה גורם לי להתעלם מהודעות בקבוצת הפלוגה. אני פשוט לא מצליח להיכנס לזה, כאילו לא בא לי לדבר על זה.",implicit,0,0,1,0,0,0,0,0,,,,,,,,
syn_0065,בשבועות האחרונים אני מתעצבן מכל שטות על הילדים. זה פשוט לא נגמר.,positive_clear,0,0,0,0,1,0,0,0,,,,,,,,
syn_0061,"מאז שחזרתי ללימודים, אני לא מצליח לעצום עיניים. המוח שלי לא נכבה והגוף שלי במתח מתמיד. זה כבר אותו סיפור, פשוט אין מנוחה.",positive_clear,1,1,1,0,0,0,0,0,,,,,,,,
syn_0191,מאז שחזרתי הביתה אני נרדם רק מול המחשב. אני מרגיש שאני חייב להיות מוכן לכל תרחיש. זה פשוט מעייף אותי.,positive_clear,1,1,1,0,0,0,0,0,,,,,,,,
syn_0447,"בשבועות האחרונים קופץ אותי כל רעש חזק. פתאום רעש וכבר קפצתי, פשוט אין לי כוח לזה.",positive_clear,0,1,0,0,0,0,0,0,,,,,,,,
syn_0476,מאז כל הסיפור אני לא הולך למפגשי צוות. זה פשוט לא הגיוני.,positive_clear,0,0,1,0,0,0,0,0,,,,,,,,
syn_1034,"יש לי קטע כזה מאז שחזרתי למשפחה, שיניתי את הדרך הביתה כדי לא לעבור ליד הבסיס. פשוט קשה לי להתמודד עם זה.",implicit,0,0,1,0,0,0,0,0,,,,,,,,
syn_1232,הנעליים הצבאיות גמרו לי את הרגליים. נמאס לי מהצעקות של המפקד. הפסדתי מלא בלימודים בגלל הצו. מה חדש אצלך?,hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_0054,מאז שיצאנו משם הכל מעלה לי את הסעיף. אני מתעצבן מכל שטות ולא מצליח לשלוט בעצמי. זה פשוט מתסכל.,positive_clear,0,0,0,0,1,0,0,0,,,,,,,,
syn_1149,"מאז שנגמר הסבב, אני מחפש מחסה אוטומטית מכל רעש פתאומי. זה פשוט קורה לי, אני קופץ מכל דבר קטן.",implicit,0,1,0,0,0,0,0,0,,,,,,,,
syn_0407,בזמן האחרון אני לא מצליח להירגע במקומות סגורים. אני תמיד סורק את החדר כשנכנס. שיניתי את הדרך הביתה כדי לא לעבור ליד הבסיס.,positive_clear,0,1,1,0,0,0,0,0,,,,,,,,
syn_1466,"כל היום חיכינו לשוברים. זה כמו תמיד, סתם עוד יום.",hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_1330,נמאס לי מהבירוקרטיה של המערכת. פשוט מתסכל. שמירה ומדים זה לא חיים.,hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_1436,"נמאס לי מהצעקות של המפקד. החמ""ל הזה משעמם ברמות. הקצינה שוב שכחה לחתום לי על הטפסים, ואין לי כוח לזה יותר.",hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_0859,"תכלס, כל פעם שאני יוצא מהבית, מתעצבן מכל שטות שמישהו אומר. אני מרגיש רע על זה שעזבתי אותם, וזה פשוט תקוע לי בראש.",implicit,0,0,0,0,1,0,1,0,,,,,,,,
syn_0451,שמים לב שאני מתעורר בבהלה מכל שטות. פשוט גמור. הלילה שלי נהיה ממש לילה לבן.,positive_clear,1,0,0,0,0,0,0,0,,,,,,,,
syn_0919,"אני קם כל כמה שעות לבדוק שהכל בסדר. איכשהו, זה לא משתנה. כנראה אני צריך להפסיק לנסות להירדם.",implicit,1,0,0,0,0,0,0,0,,,,,,,,
syn_1206,נמאס לי שהמילואימניקים מקבלים תמיד ציוד ישן. הצעקות של המפקד כבר מעצבנות. אני פשוט עייף.,hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_0569,"כל פעם שאני יוצא מהבית, הכל מעלה לי את הסעיף. אני מרגיש שאני מתעצבן מכל שטות וזה לא נגמר. הייתי צריך להיות יותר חזק, אבל זה אותו סיפור כל פעם.",positive_clear,0,0,0,0,1,0,1,0,,,,,,,,
syn_1657,נמאס לי מהבירוקרטיה של המערכת. זה ממש מעצבן.,hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_1780,"מאז התקופה בעזה הכל מרגיש קצת כבד. פתאום חוזרים לי קטעים לראש, אבל אני לא בטוח למה. לא באמת משנה.",ambiguous,0,0,0,1,0,0,0,0,,,,,,,,
syn_0013,אני שם לב שאני לא מצליח להירגע במקומות סגורים. אני תמיד סורק את החדר כשנכנס ומרגיש דרוך בכל רעש.,positive_clear,0,1,0,0,0,0,0,0,,,,,,,,
syn_1554,הקצינה שוב שכחה לחתום לי על הטפסים. הפסדתי המון בלימודים בגלל הצו. אני פשוט גמור.,hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_1650,"היה קו קשה אבל סיימנו. האוכל בבסיס נורא, זה חלאס.",hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_0326,לאחרונה לא בא לי לדבר על המילואים. פשוט עשה לי רע.,positive_clear,0,0,1,0,0,0,0,0,,,,,,,,
syn_1429,הפסדתי הרבה כסף מהעסק בגלל הסבב הזה. נמאס לי מהפקקים בדרך לבסיס. פשוט עייף מכל הבלאגן הזה.,hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_0865,לא מזמן קרה שהכל מעלה לי את הסעיף מאז הצו שמונה האחרון. אני מרגיש רע עם זה שעזבתי אותם. זה ממש מוזר לי.,implicit,0,0,0,0,1,0,1,0,,,,,,,,
syn_0696,נמנעתי מכל קשר עם הצבא מאז הצו שמונה האחרון. לא בא לי לדבר על זה.,positive_clear,0,0,1,0,0,0,0,0,,,,,,,,
syn_0318,"מאז שחזרתי ללימודים אני שוכח דברים בסיסיים כל הזמן. אני נמצא בערפל מוחי, ולא מצליח להתרכז.",positive_clear,0,0,0,0,0,0,0,1,,,,,,,,
syn_0440,"מאז שחזרתי למיטה שלי, אני מרגיש שמשהו שם לא פתור. אני אוכל את עצמי על הדברים שהיו. מה היה קורה אילו הייתי עוצר את זה אז?",positive_clear,0,0,0,0,0,0,1,0,,,,,,,,
syn_1960,"ממש קשה לי לחזור לעצמי מאז שחזרתי למשפחה. לפעמים ריח מסוים מחזיר אותי לשם, אבל אני לא בטוח. זה סתם קורה פתאום, בלי הסבר.",ambiguous,1,0,0,1,0,0,0,0,,,,,,,,
syn_1563,"הציוד שקיבלנו היה פח, כמו תמיד. איזה באסה.",hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_0689,"לא מצליח להתרכז בזמן האחרון. קשה לי לקבל החלטות פשוטות, ויכול להיות שזה בגלל הערפל מוחי הזה.",positive_clear,0,0,0,0,0,0,0,1,,,,,,,,
syn_0189,בחודשים האחרונים אני מתעורר עם דפיקות לב בלילה. כל אופנוע שעובר נשמע לי כמו התרעה. המוח שלי לא נכבה ואני פשוט לא נרדם.,positive_clear,1,1,1,0,0,0,0,0,,,,,,,,
syn_0778,מאז שחזרתי אני פשוט קצר עם בת הזוג שלי. הכל מעלה לי את הסעיף ואני מרגיש שזה לא בסדר.,implicit,0,0,0,0,1,0,0,0,,,,,,,,
syn_0198,"כל פעם שאני נזכר במילואים, פתאום רעש וכבר קפצתי. אני גם נמנע מלפגוש חברים מהצבא, פשוט עייף מהכל.",positive_clear,0,1,1,0,0,0,0,0,,,,,,,,
syn_0735,אני מוצא את עצמי בזמן האחרון מתחמק מכל סיטואציה שיכול להזכיר לי. זה די מלחיץ.,implicit,0,0,1,0,0,0,0,0,,,,,,,,
syn_1735,"מאז שהכל התחיל, דברים מרגישים אחרת. אולי אני פשוט מחפש איפה היציאה, לא יודע. יש לי לילות לבנים ואני מרגיש כאילו המוח שלי לא נכבה.",ambiguous,1,1,0,0,0,0,0,0,,,,,,,,
syn_0704,"כל פעם שאני יוצא מהבית אני מרגיש מנותק מהכל, כאילו אף אחד לא באמת שם. זה קורה כל הזמן.",implicit,0,0,0,0,0,1,0,0,,,,,,,,
syn_1236,"התנאים בשטח פשוט זוועה, והאוכל בבסיס נורא. אין לי כוח לעוד צו 8 בזמן הקרוב, כבר נמאס לי מזה.",hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_0541,"מאז שחזרתי לישון במיטה שלי, כל רעש חזק קופץ אותי. זה פשוט לא הגיוני, אני תמיד יושב עם הגב לקיר.",positive_clear,0,1,0,0,0,0,0,0,,,,,,,,
syn_1652,כל היום רק חיכינו לשוברים. המילואים האלה פשוט גמרו אותי מעייפות. ממש לא נעים.,hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_0088,"מאז שחזרתי מהמילואים, הלילות הפכו להיות סיוט. אני מתעורר כל הזמן ובודק את הדלת עשר פעמים לפני שאני נכנס. אני פשוט גמור.",positive_clear,1,1,0,0,0,0,0,0,,,,,,,,
syn_1494,"הרס""ר שלנו שוב דפק אותנו עם התורנויות. החמ""ל פה זה המקום הכי משעמם בעולם. פשוט לא הגיוני מה שעושים לנו.",hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_0940,"זה התחיל כשחזרתי ללימודים, אני לא מצליח להרגיש שום שמחה. יש לי תחושה שאין לי קשר לכל מה שקורה סביבי. כאילו אני בתוך קיר זכוכית, רואה את כולם אבל לא מצליח לגעת.",implicit,0,0,0,0,0,1,0,0,,,,,,,,
syn_1098,"זה התחיל כשחזרתי מהצפון. הגוף עייף, אבל המוח שלי לא נכבה. קשה לי לשלוט בעצבים, וכולם שסביבי סובלים מזה. אני מתעורר באמצע הלילה ומרגיש שאני זומבי ביום.",implicit,1,0,0,0,1,0,0,0,,,,,,,,
syn_0255,"מאז שחזרתי למציאות אני לא עובר ברחוב ההוא. אני מרגיש כאילו יש לי חומת אבן סביב הלב. זה פשוט ככה, רגיל.",positive_clear,0,0,1,0,0,1,0,0,,,,,,,,
syn_1992,"מאז שיצאנו משם, אני מתקשה להשתחרר מזה. אולי זה בגלל שכל אופנוע שעובר נשמע לי כמו התרעה, לא יודע. לא יודע מה קורה לי.",ambiguous,1,1,0,0,0,0,0,0,,,,,,,,
syn_1888,"קשה לי לשים על זה את האצבע מאז שחזרתי מהסבב האחרון. אני מרגיש שהגוף שלי במתח מתמיד, אולי זה מה שמפריע. משהו לא מדויק, אני לא יודע.",ambiguous,0,1,1,0,0,0,0,0,,,,,,,,
syn_0775,"מאז ה-7 באוקטובר אני סתם בוהה במסך שעות ולא עושה כלום. קשה לי להרגיש משהו, אפילו אהבה או חום. אני לא בטוח אם זה עוד ישתנה.",implicit,0,0,0,0,0,1,0,1,,,,,,,,
syn_0161,"מאז שחזרתי לעבודה אני מתעורר עם דפיקות לב בלילה. לא יכול לשבת במקומות הומים, אני פשוט כל הזמן דרוך. המוח שלי לא נכבה וזה ממש מתיש.",positive_clear,1,1,1,0,0,0,0,0,,,,,,,,
syn_1130,"האמת היא שכשאני לבד, אני מרגיש קצת ריק בפנים. זה די מפחיד, כאילו אני בתוך בועה ולא מצליח להתחבר למה שקורה סביבי.",implicit,0,0,0,0,0,1,0,0,,,,,,,,
syn_0600,בתקופה האחרונה פתאום חוזרים לי קטעים לראש של דברים שקרו שם. זה קורה כל הזמן.,positive_clear,0,0,0,1,0,0,0,0,,,,,,,,
syn_1698,המילואימניקים תמיד מקבלים את הציוד הישן. אין לי כוח לעוד צו 8 עכשיו. התבאסתי שלא הייתי ביומולדת של הבת שלי. פשוט עייף.,hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_1287,נשרף לי כל הקיץ במילואים האלה. מה חדש?,hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_1266,הנעליים הצבאיות גמרו לי את הרגליים. ממש כיף זה.,hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_1813,"מאז שחזרתי למשפחה, אני מרגיש קצת שונה. אולי אני פשוט מתעצבן מכל שטות, לא בטוח. זה לא ממש משנה, אבל לפעמים אני לא מצליח לשלוט בעצמי.",ambiguous,0,0,0,0,1,0,0,0,,,,,,,,
syn_1764,"מאז שחזרתי ללימודים, אני מרגיש שהדברים שונים. כאילו בקטע מוזר.",ambiguous,0,0,0,0,0,0,0,0,,,,,,,,
syn_0740,"משהו עובר עליי מאז שחזרתי לשגרה. חלומות מוזרים יש לי, והם מפריעים לי לישון. זה פשוט הזוי.",implicit,1,0,0,0,0,0,0,0,,,,,,,,
syn_1182,"קשה לי עם זה. מאז שחזרתי ללימודים, הכול מפוזר לי, ואני לא מצליח להחזיק סדר יום נורמלי. איבדתי את היכולת להתרגש, ואני לא בטוח למה זה קורה.",implicit,0,0,0,0,0,1,0,1,,,,,,,,
syn_0393,"מאז שחזרתי לישון במיטה שלי, הכל מרגיש לי רחוק וזר. כאילו אני במין בועה, לא באמת כאן.",positive_clear,0,0,0,0,0,1,0,0,,,,,,,,
syn_1442,נמאס לי מהפקקים בדרך לבסיס. זה לא הגיוני.,hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_0142,"מאז שחזרתי מהסבב האחרון אני מרגיש שגם כשאני ישן אני לא באמת נח. בלילה אני מתעורר והראש שלי לא נכבה. איבדתי את הסבלנות לכל העולם, פשוט אין לי כוח.",positive_clear,1,0,0,0,1,0,0,0,,,,,,,,
syn_0093,"מאז שחזרתי למציאות, כל דבר קטן מזכיר לי מה שראיתי. פתאום חוזרים לי קטעים לראש וזה מעצבן ברמות. (מילואים ומשימה — בלי קשר.)",positive_clear,0,0,0,1,0,0,0,0,,,,,,,,
syn_1354,"שוב אכלנו לוף כל השבוע. החמ""ל הזה משעמם בטירוף. הבוס שלי עושה לי פרצופים על המילואים, פשוט לא הגיוני.",hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_0466,"מאז שחזרתי לעבודה, אני מרגיש כמו מחוץ לסרט. הכל קורה ואני רק צופה, וזה ממש מעצבן.",positive_clear,0,0,0,0,0,1,0,0,,,,,,,,
syn_1583,אין לי כוח לשמירות האלה יותר. המדים שלי שוב מלאים בחול. אותו סיפור שוב ושוב.,hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_0592,מאז שחזרתי מהמילואים אני לא מצליח לישון לילה רצוף. המוח שלי לא נכבה ופתאום הכל צף לי בלי אזהרה. אני פשוט גמור.,positive_clear,1,0,0,1,0,0,0,0,,,,,,,,
syn_0163,"מאז שחזרתי ללימודים עשיתי עיקוף שלם כדי לא לעבור ליד הבסיס. מרגיש קצת ריק בפנים, זה מעצבן ברמות.",positive_clear,0,0,1,0,0,1,0,0,,,,,,,,
syn_1751,"כל פעם שאני יוצא מהבית, פתאום חוזרים לי קטעים לראש מתקופה ההיא. קשה לי להוציא אותם מהראש, לא יודע למה.",ambiguous,0,0,0,1,0,0,0,0,,,,,,,,
syn_1774,"משהו לא בסדר מאז שנגמר הסבב. אולי זה כי אני בוהה במסך שעות בלי לעשות כלום, לא בטוח. מתעצבן מכל שטות lately.",ambiguous,0,0,0,0,1,0,1,1,,,,,,,,
syn_0206,כל פעם שאני לבד אני מרגיש מנותק מהכל. פשוט לא קרוב לאף אחד. איזה יופי.,positive_clear,0,0,0,0,0,1,0,0,,,,,,,,
syn_0928,"הקטע הוא שמאז שחזרתי הביתה אני מרגיש שמשהו בי נהרס. פתאום אני מוצא את עצמי שוב בתוך האירוע, וזה לא עוזב אותי. מה היה קורה אילו זה לא היה קורה? אני אוכל את עצמי על זה.",implicit,0,0,0,1,0,0,1,0,,,,,,,,
syn_1301,"שוב יש לי חול על המדים, זה מעצבן. הבוס שלי עושה לי פרצופים על המילואים, נו מה חדש בזה?",hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_1708,"מאז התקופה בעזה, אני מרגיש שמשהו השתבש. אולי זה בגלל שאני מתעצבן מכל שטות lately, אבל לא בטוח. סתם לא יודע מה קורה איתי.",ambiguous,0,0,0,0,1,0,0,0,,,,,,,,
syn_0747,"אחרונה בקושי נרדם ומתעורר אחרי שעה. אני תמיד מחפש איפה היציאה, זה פשוט לא עוזב אותי.",implicit,1,1,0,0,0,0,0,0,,,,,,,,
syn_0333,"מאז שהכל התחיל אני מתעורר בלילה ספוג בזיעה. הזיכרונות משם כל כך מוחשיים, פשוט קופצים לי לעיניים. זה שקט, אבל המוח שלי לא נכבה.",positive_clear,1,0,0,1,0,0,0,0,,,,,,,,
syn_0758,האמת שאחרי הסבב אני מרגיש כל הזמן כעס פנימי שלא יוצא. זה פשוט תקוע לי בראש ולא עובר.,implicit,0,0,0,0,1,0,0,0,,,,,,,,
syn_0727,"משהו עובר עליי lately. אני פתאום שוכח כל מיני דברים בסיסיים, והחיים שלי נהיים כאילו עמוסים בזה. איכשהו התרגלתי, אבל אני יודע שזה לא בסדר.",implicit,0,0,0,0,0,0,0,1,,,,,,,,
syn_0429,מאז שהכל נגמר אני לא מצליח לחזור לקצב בעבודה. אני מרגיש שאין לי אהבה או חום שיכנסו לי לפנים. הראש שלי פשוט ריק.,positive_clear,0,0,0,0,0,1,0,1,,,,,,,,
syn_1372,האוכל בבסיס נוראי. פשוט אי אפשר לחיות ככה.,hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_0546,בחודשים האחרונים אני קופץ מכל רעש חזק. כבר נמאס לי מזה.,positive_clear,0,1,0,0,0,0,0,0,,,,,,,,
syn_1437,"החמ""ל הזה פשוט משעמם. נו, אי אפשר ככה.",hard_negative,0,0,0,0,0,0,0,0,,,,,,,,
syn_1918,"מאז שחזרנו מהקו, משהו בי השתנה. אני מרגיש דרוך כל הזמן, אבל לא ברור למה. לפעמים אני יושב עם הגב לקיר, כאילו אני מתכוון לסרוק את החדר כשאני נכנס. לא רוצה להרגיש ככה, אבל זה קורה.",ambiguous,0,1,0,0,0,0,0,0,,,,,,,,
